KupacID,Pol,Godine,Kupljeni Artikli,Kategorija,Iznos Kupovine,Tip Dostave,Zanimanje,Pretplata,Sezona,Opština
2659,Muško,39,Torba,Odjeća,63,Sledeći dan,Upravitelj,Ne,,Laktaši
2660,Žensko,33,Šorc,Obuća,35,Sledeći dan,Nastavnik,Da,Ljeto,Bijeljina
2661,Žensko,48,Torba,Dodaci,78,Ekspres,Student,Ne,Ljeto,Bijeljina
2662,Muško,25,Farmerke,Dodaci,81,Dvodnevna dostava,Student,Da,Ljeto,Mostar
2663,Muško,22,Kaput,Spoljašnja odjeća,50,Sledeći dan,Umjetnik,Da,Jesen,Tuzla
2664,Žensko,57,Šal,Obuća,40,Ekspres,Nastavnik,Da,Ljeto,Mostar
2665,Muško,21,Haljina,Dodaci,69,Ekspres,Ekonomista,Da,Proljeće,Bihać
2666,Muško,27,Torba,Dodaci,25,Besplatna dostava,Upravitelj,Da,Proljeće,Bijeljina
2667,Žensko,50,Šal,Obuća,45,Dvodnevna dostava,Marketing,Da,Jesen,Mostar
2668,Žensko,37,Naočale,Spoljašnja odjeća,21,Ekspres,Inženjer,Ne,Jesen,Bijeljina
2669,Muško,43,Majica,Odjeća,66,Dvodnevna dostava,Zdravstvo,Ne,Ljeto,Tuzla
2670,Muško,34,Kaput,Odjeća,50,Sledeći dan,Umjetnik,Da,,Široki Brijeg
2671,Žensko,29,Šorc,Spoljašnja odjeća,30,Ekspres,Nastavnik,Da,Zima,Prijedor
2672,Žensko,40,Haljina,Odjeća,30,Dvodnevna dostava,,Da,,Laktaši
2673,Žensko,28,Šal,Odjeća,17,Ekspres,Tehničar,Da,,Prijedor
2674,Žensko,28,Farmerke,Odjeća,82,Sledeći dan,Marketing,Da,Ljeto,Bijeljina
2675,Muško,53,Haljina,Spoljašnja odjeća,14,Ekspres,Student,Ne,Jesen,Mostar
2676,Muško,38,Haljina,Odjeća,98,Ekspres,Ekonomista,Ne,,Sarajevo
2677,Muško,46,Kaput,Odjeća,80,Dvodnevna dostava,Umjetnik,Ne,,Bihać
2678,Žensko,62,Kaput,Dodaci,32,Ekspres,Student,Da,Ljeto,Sarajevo
2679,Muško,47,Šal,Dodaci,89,Besplatna dostava,Doktor,Ne,Zima,Živinice
2680,Žensko,51,Kaput,Dodaci,37,Besplatna dostava,Umjetnik,Da,Zima,Bihać
2681,Žensko,19,Majica,Spoljašnja odjeća,82,Besplatna dostava,Marketing,Ne,,Bijeljina
2682,Žensko,38,Kaiš,Spoljašnja odjeća,74,Besplatna dostava,Dizajner,Ne,Ljeto,Gradiška
2683,Žensko,30,Naočale,Odjeća,67,Dvodnevna dostava,Ekonomista,Ne,Jesen,Bijeljina
2684,Žensko,34,Cipele,Spoljašnja odjeća,98,Ekspres,Inženjer,Da,Jesen,Sarajevo
2685,Žensko,60,Torba,Dodaci,29,Besplatna dostava,Tehničar,Da,Ljeto,Sanski Most
2686,Muško,43,Patike,Spoljašnja odjeća,54,Dvodnevna dostava,Tehničar,Da,,Bihać
2687,Žensko,38,Naočale,Dodaci,14,Dvodnevna dostava,Upravitelj,Ne,Zima,Mostar
2688,Žensko,38,Kaiš,Dodaci,18,Ekspres,Izvršni direktor,Da,Ljeto,Široki Brijeg
2689,Muško,26,Majica,Odjeća,84,Ekspres,Tehničar,Da,,Banja Luka
2690,Muško,46,Patike,Odjeća,22,Sledeći dan,Izvršni direktor,Ne,Proljeće,Zenica
2691,Muško,61,Torba,Obuća,27,Ekspres,Umjetnik,Da,Zima,Mostar
2692,Žensko,34,Haljina,Obuća,74,Besplatna dostava,Marketing,Ne,Jesen,Široki Brijeg
2693,Žensko,29,Haljina,Spoljašnja odjeća,71,Dvodnevna dostava,Marketing,Da,Proljeće,Bijeljina
2694,Žensko,43,Patike,Obuća,96,Besplatna dostava,Umjetnik,Ne,,Tuzla
2695,Žensko,52,Kaput,Odjeća,70,Dvodnevna dostava,Pravnik,Da,Zima,Sarajevo
2696,Žensko,42,Haljina,Odjeća,93,Ekspres,Student,Da,,Živinice
2697,Muško,54,Haljina,Obuća,12,Sledeći dan,Pravnik,Da,,Bihać
2698,Žensko,59,Patike,Spoljašnja odjeća,52,Ekspres,Nastavnik,Da,Ljeto,Tuzla
2699,Žensko,35,Kaput,Spoljašnja odjeća,66,Ekspres,Zdravstvo,Ne,,Sanski Most
2700,Žensko,18,Farmerke,Obuća,37,Sledeći dan,Ekonomista,Da,,Prijedor
2701,Muško,57,Patike,Dodaci,79,Ekspres,Upravitelj,Ne,Zima,Tuzla
2702,Muško,56,Šorc,Obuća,38,Dvodnevna dostava,Dizajner,Da,,Gradiška
2703,Žensko,47,Naočale,Spoljašnja odjeća,84,Ekspres,Zdravstvo,Ne,Zima,Gradiška
2704,Žensko,30,Šal,Odjeća,24,Ekspres,Umjetnik,Ne,Zima,Bihać
2705,Muško,26,Farmerke,Odjeća,23,Sledeći dan,Zdravstvo,Da,,Živinice
2706,Muško,20,Kaput,Spoljašnja odjeća,35,Sledeći dan,Upravitelj,Da,Zima,Laktaši
2707,Muško,38,Šal,Obuća,92,Ekspres,Umjetnik,Da,Proljeće,Gradiška
2708,Žensko,42,Šal,Spoljašnja odjeća,36,Sledeći dan,Student,Da,Zima,Široki Brijeg
2709,Muško,49,Naočale,Obuća,43,Besplatna dostava,Ekonomista,Da,Jesen,Sarajevo
2710,Žensko,21,Farmerke,Obuća,31,Besplatna dostava,Doktor,Ne,Zima,Mostar
2711,Žensko,42,Farmerke,Odjeća,30,Sledeći dan,,Ne,Jesen,Laktaši
2712,Muško,49,Majica,Obuća,44,Ekspres,Marketing,Ne,Jesen,Sanski Most
2713,Žensko,58,Cipele,Odjeća,64,Sledeći dan,Inženjer,Da,Ljeto,Sanski Most
2714,Muško,45,Torba,Odjeća,58,Ekspres,Marketing,Da,Proljeće,Mostar
2715,Muško,55,Kaiš,Spoljašnja odjeća,90,Besplatna dostava,Tehničar,Ne,,Gradiška
2716,Žensko,21,Majica,Obuća,39,Besplatna dostava,Izvršni direktor,Ne,Ljeto,Tuzla
2717,Muško,28,Šal,Dodaci,36,Ekspres,Tehničar,Da,,Tuzla
2718,Muško,54,Torba,Odjeća,22,Sledeći dan,Umjetnik,Da,,Živinice
2719,Muško,59,Šal,Spoljašnja odjeća,98,Dvodnevna dostava,Zdravstvo,Ne,,Sanski Most
2720,Muško,22,Haljina,Odjeća,40,Besplatna dostava,Izvršni direktor,Ne,Jesen,Sarajevo
2721,Žensko,48,Šal,Spoljašnja odjeća,63,Sledeći dan,Upravitelj,Ne,Zima,Bijeljina
2722,Žensko,44,Majica,Odjeća,71,Ekspres,Doktor,Ne,,Živinice
2723,Muško,38,Šal,Spoljašnja odjeća,40,Dvodnevna dostava,Nastavnik,Da,Jesen,Sanski Most
2724,Žensko,41,Šal,Odjeća,62,Ekspres,Ekonomista,Da,,Bijeljina
2725,Žensko,19,Šorc,Odjeća,73,Besplatna dostava,Nastavnik,Da,Proljeće,Sanski Most
2726,Žensko,48,Haljina,Odjeća,66,Sledeći dan,Zdravstvo,Da,Jesen,Zenica
2727,Muško,48,Majica,Obuća,93,Besplatna dostava,Upravitelj,Da,Ljeto,Živinice
2728,Žensko,46,Haljina,Spoljašnja odjeća,45,Besplatna dostava,Umjetnik,Ne,Ljeto,Bijeljina
2729,Muško,49,Majica,Obuća,16,Ekspres,Ekonomista,Ne,,Živinice
2730,Muško,65,Kaiš,Spoljašnja odjeća,90,Sledeći dan,Doktor,Ne,,Bijeljina
2731,Muško,44,Cipele,Spoljašnja odjeća,98,Dvodnevna dostava,Umjetnik,Ne,,Bijeljina
2732,Žensko,28,Kaiš,Dodaci,46,Besplatna dostava,Ekonomista,Ne,,Sarajevo
2733,Muško,26,Šal,Obuća,71,Besplatna dostava,Ekonomista,Da,,Banja Luka
2734,Muško,48,Šal,Dodaci,32,Ekspres,Zdravstvo,Da,Zima,Laktaši
2735,Muško,35,Kaput,Dodaci,64,Ekspres,Pravnik,Da,Ljeto,Široki Brijeg
2736,Muško,43,Kaput,Dodaci,41,Ekspres,Doktor,Ne,,Zenica
2737,Žensko,18,Cipele,Dodaci,33,Besplatna dostava,Izvršni direktor,Da,Ljeto,Banja Luka
2738,Muško,55,Šorc,Dodaci,60,Dvodnevna dostava,,Ne,Ljeto,Banja Luka
2739,Žensko,21,Torba,Obuća,67,Dvodnevna dostava,Ekonomista,Da,Ljeto,Sanski Most
2740,Muško,59,Šal,Odjeća,48,Sledeći dan,Inženjer,Da,Ljeto,Živinice
2741,Žensko,18,Cipele,Spoljašnja odjeća,24,Besplatna dostava,Ekonomista,Da,Zima,Bijeljina
2742,Muško,47,Torba,Odjeća,13,Ekspres,,Da,Proljeće,Prijedor
2743,Muško,44,Farmerke,Dodaci,13,Dvodnevna dostava,Ekonomista,Da,,Sarajevo
2744,Žensko,24,Šal,Obuća,26,Besplatna dostava,Nastavnik,Ne,Proljeće,Banja Luka
2745,Muško,63,Haljina,Obuća,63,Besplatna dostava,Nastavnik,Ne,Zima,Tuzla
2746,Muško,54,Cipele,Obuća,51,Dvodnevna dostava,Student,Ne,,Široki Brijeg
2747,Muško,23,Šorc,Obuća,82,Besplatna dostava,Dizajner,Da,Proljeće,Laktaši
2748,Muško,48,Šorc,Dodaci,49,Sledeći dan,Doktor,Ne,Zima,Banja Luka
2749,Žensko,27,Šorc,Odjeća,11,Dvodnevna dostava,Inženjer,Ne,Ljeto,Tuzla
2750,Žensko,26,Farmerke,Spoljašnja odjeća,80,Sledeći dan,Doktor,Da,Ljeto,Tuzla
2751,Muško,29,Torba,Odjeća,86,Ekspres,Inženjer,Ne,Jesen,Živinice
2752,Muško,33,Haljina,Dodaci,63,Dvodnevna dostava,Inženjer,Ne,Ljeto,Prijedor
2753,Muško,20,Kaput,Spoljašnja odjeća,15,Dvodnevna dostava,Marketing,Ne,,Široki Brijeg
2754,Žensko,42,Šal,Dodaci,83,Dvodnevna dostava,Zdravstvo,Ne,Zima,Prijedor
2755,Muško,48,Torba,Obuća,71,Dvodnevna dostava,Tehničar,Da,Zima,Mostar
2756,Žensko,58,Šorc,Obuća,97,Ekspres,Doktor,Da,Jesen,Gradiška
2757,Muško,20,Šorc,Dodaci,62,Besplatna dostava,Marketing,Da,Ljeto,Prijedor
2758,Muško,19,Naočale,Obuća,47,Dvodnevna dostava,Umjetnik,Ne,Proljeće,Živinice
2759,Muško,52,Kaput,Odjeća,27,Sledeći dan,Marketing,Da,,Tuzla
2760,Muško,28,Cipele,Obuća,23,Sledeći dan,Marketing,Ne,Zima,Laktaši
2761,Žensko,45,Kaput,Obuća,36,Sledeći dan,Izvršni direktor,Da,,Tuzla
2762,Muško,38,Majica,Odjeća,41,Besplatna dostava,Marketing,Ne,Zima,Bijeljina
2763,Žensko,29,Torba,Obuća,42,Sledeći dan,Student,Da,Proljeće,Zenica
2764,Muško,40,Majica,Spoljašnja odjeća,65,Besplatna dostava,Student,Da,Jesen,Sarajevo
2765,Žensko,43,Naočale,Spoljašnja odjeća,39,Ekspres,Pravnik,Ne,Zima,Živinice
2766,Žensko,53,Naočale,Spoljašnja odjeća,13,Sledeći dan,Inženjer,Ne,,Sarajevo
2767,Muško,59,Kaiš,Obuća,11,Besplatna dostava,Ekonomista,Da,Jesen,Tuzla
2768,Muško,22,Haljina,Spoljašnja odjeća,75,Sledeći dan,Pravnik,Ne,Zima,Zenica
2769,Žensko,49,Patike,Odjeća,51,Sledeći dan,Marketing,Ne,,Široki Brijeg
2770,Muško,34,Kaput,Obuća,72,Dvodnevna dostava,Pravnik,Da,Proljeće,Sarajevo
2771,Muško,57,Naočale,Spoljašnja odjeća,17,Dvodnevna dostava,Doktor,Ne,Proljeće,Prijedor
2772,Žensko,19,Kaiš,Obuća,62,Dvodnevna dostava,Umjetnik,Da,Ljeto,Banja Luka
2773,Muško,59,Haljina,Odjeća,61,Ekspres,Izvršni direktor,Ne,Zima,Sarajevo
2774,Žensko,59,Naočale,Odjeća,81,Besplatna dostava,Zdravstvo,Da,Proljeće,Mostar
2775,Muško,56,Kaiš,Dodaci,16,Ekspres,Marketing,Da,Proljeće,Gradiška
2776,Muško,50,Majica,Spoljašnja odjeća,91,Sledeći dan,Dizajner,Da,,Mostar
2777,Žensko,30,Torba,Dodaci,30,Ekspres,Doktor,Ne,Zima,Banja Luka
2778,Muško,48,Naočale,Dodaci,33,Ekspres,Ekonomista,Ne,Ljeto,Široki Brijeg
2779,Muško,28,Kaiš,Odjeća,38,Sledeći dan,Izvršni direktor,Da,,Gradiška
2780,Žensko,57,Farmerke,Dodaci,53,Sledeći dan,Nastavnik,Da,Proljeće,Gradiška
2781,Muško,53,Šorc,Obuća,34,Besplatna dostava,Ekonomista,Da,Proljeće,Sarajevo
2782,Muško,26,Cipele,Odjeća,82,Besplatna dostava,Izvršni direktor,Ne,Zima,Gradiška
2783,Muško,20,Kaiš,Obuća,88,Sledeći dan,Ekonomista,Da,,Prijedor
2784,Muško,65,Naočale,Odjeća,15,Ekspres,Tehničar,Da,,Laktaši
2785,Žensko,49,Majica,Obuća,92,Sledeći dan,Student,Ne,Zima,Banja Luka
2786,Muško,65,Naočale,Obuća,62,Ekspres,Zdravstvo,Ne,Ljeto,Živinice
2787,Žensko,19,Farmerke,Obuća,64,Ekspres,Tehničar,Da,Proljeće,Prijedor
2788,Muško,64,Torba,Obuća,95,Sledeći dan,Nastavnik,Da,,Laktaši
2789,Žensko,41,Haljina,Spoljašnja odjeća,50,Sledeći dan,Inženjer,Ne,Zima,Gradiška
2790,Žensko,24,Šorc,Spoljašnja odjeća,84,Dvodnevna dostava,Dizajner,Ne,Proljeće,Prijedor
2791,Muško,52,Šorc,Dodaci,16,Sledeći dan,Umjetnik,Ne,,Zenica
2792,Muško,32,Kaiš,Odjeća,17,Dvodnevna dostava,Marketing,Da,,Bijeljina
2793,Žensko,48,Farmerke,Obuća,60,Besplatna dostava,,Ne,Proljeće,Bijeljina
2794,Žensko,24,Cipele,Dodaci,12,Sledeći dan,,Da,,Živinice
2795,Muško,34,Šal,Dodaci,10,Dvodnevna dostava,Umjetnik,Ne,Ljeto,Tuzla
2796,Muško,32,Majica,Spoljašnja odjeća,32,Dvodnevna dostava,Student,Ne,Jesen,Tuzla
2797,Muško,31,Majica,Odjeća,86,Sledeći dan,,Da,Zima,Banja Luka
2798,Muško,33,Šal,Odjeća,57,Ekspres,Izvršni direktor,Da,,Živinice
2799,Muško,45,Torba,Odjeća,28,Sledeći dan,Student,Da,Ljeto,Bijeljina
2800,Žensko,40,Patike,Spoljašnja odjeća,100,Sledeći dan,Doktor,Da,Jesen,Mostar
2801,Žensko,21,Naočale,Obuća,71,Sledeći dan,Student,Ne,Jesen,Gradiška
2802,Žensko,52,Šal,Spoljašnja odjeća,34,Ekspres,Ekonomista,Da,Jesen,Sanski Most
2803,Žensko,52,Cipele,Dodaci,70,Dvodnevna dostava,Pravnik,Da,Proljeće,Gradiška
2804,Žensko,60,Farmerke,Odjeća,70,Ekspres,Doktor,Ne,Proljeće,Bihać
2805,Žensko,50,Majica,Spoljašnja odjeća,96,Besplatna dostava,Marketing,Da,Proljeće,Laktaši
2806,Žensko,46,Cipele,Dodaci,39,Dvodnevna dostava,Marketing,Da,Jesen,Bijeljina
2807,Žensko,37,Cipele,Dodaci,65,Besplatna dostava,Tehničar,Ne,,Sarajevo
2808,Muško,64,Kaiš,Obuća,70,Dvodnevna dostava,Student,Da,Zima,Zenica
2809,Muško,50,Naočale,Obuća,98,Besplatna dostava,Nastavnik,Da,Zima,Tuzla
2810,Žensko,26,Naočale,Obuća,52,Ekspres,,Ne,Proljeće,Zenica
2811,Muško,55,Farmerke,Odjeća,30,Besplatna dostava,Inženjer,Da,Proljeće,Tuzla
2812,Žensko,44,Naočale,Dodaci,29,Sledeći dan,Nastavnik,Ne,,Mostar
2813,Muško,46,Majica,Dodaci,42,Dvodnevna dostava,Dizajner,Ne,,Tuzla
2814,Muško,36,Torba,Dodaci,92,Sledeći dan,Zdravstvo,Ne,Zima,Živinice
2815,Muško,41,Torba,Obuća,94,Ekspres,Marketing,Ne,Jesen,Široki Brijeg
2816,Žensko,52,Majica,Spoljašnja odjeća,41,Ekspres,Dizajner,Ne,Jesen,Živinice
2817,Muško,36,Torba,Obuća,19,Sledeći dan,Nastavnik,Ne,Zima,Sanski Most
2818,Muško,41,Šorc,Dodaci,10,Ekspres,Marketing,Da,Zima,Široki Brijeg
2819,Muško,21,Patike,Obuća,98,Sledeći dan,Student,Da,,Prijedor
2820,Muško,46,Patike,Dodaci,70,Besplatna dostava,Doktor,Ne,Proljeće,Živinice
2821,Žensko,52,Patike,Spoljašnja odjeća,96,Dvodnevna dostava,Doktor,Ne,Jesen,Široki Brijeg
2822,Muško,64,Šal,Odjeća,87,Ekspres,Doktor,Da,Jesen,Zenica
2823,Žensko,58,Kaput,Obuća,14,Dvodnevna dostava,Umjetnik,Da,Ljeto,Bihać
2824,Muško,38,Haljina,Odjeća,92,Sledeći dan,Nastavnik,Da,Proljeće,Široki Brijeg
2825,Žensko,47,Šal,Spoljašnja odjeća,46,Sledeći dan,Zdravstvo,Da,,Banja Luka
2826,Muško,51,Torba,Dodaci,69,Sledeći dan,Nastavnik,Da,Proljeće,Banja Luka
2827,Žensko,29,Kaput,Obuća,14,Besplatna dostava,Nastavnik,Ne,Jesen,Gradiška
2828,Žensko,26,Šal,Odjeća,94,Dvodnevna dostava,Ekonomista,Da,Proljeće,Sarajevo
2829,Žensko,57,Kaiš,Odjeća,53,Ekspres,Student,Da,,Zenica
2830,Žensko,37,Haljina,Odjeća,54,Dvodnevna dostava,Zdravstvo,Ne,Zima,Gradiška
2831,Žensko,36,Haljina,Spoljašnja odjeća,95,Sledeći dan,Marketing,Ne,,Gradiška
2832,Žensko,48,Šal,Obuća,15,Sledeći dan,,Da,Proljeće,Sarajevo
2833,Žensko,42,Haljina,Obuća,17,Sledeći dan,Doktor,Ne,Ljeto,Sanski Most
2834,Muško,20,Kaput,Spoljašnja odjeća,13,Sledeći dan,Dizajner,Ne,Jesen,Prijedor
2835,Muško,18,Haljina,Dodaci,24,Dvodnevna dostava,Umjetnik,Da,Jesen,Široki Brijeg
2836,Žensko,40,Torba,Spoljašnja odjeća,95,Ekspres,Student,Ne,,Živinice
2837,Žensko,32,Šal,Obuća,54,Dvodnevna dostava,Marketing,Da,Zima,Laktaši
2838,Muško,28,Cipele,Obuća,84,Sledeći dan,Umjetnik,Da,Jesen,Živinice
2839,Žensko,48,Naočale,Odjeća,85,Ekspres,Umjetnik,Da,Jesen,Tuzla
2840,Žensko,53,Naočale,Spoljašnja odjeća,97,Dvodnevna dostava,Pravnik,Ne,Jesen,Gradiška
2841,Muško,57,Majica,Odjeća,96,Besplatna dostava,Dizajner,Ne,,Zenica
2842,Žensko,23,Kaput,Spoljašnja odjeća,34,Besplatna dostava,Pravnik,Da,,Mostar
2843,Muško,36,Haljina,Dodaci,21,Besplatna dostava,Inženjer,Da,,Mostar
2844,Muško,31,Šorc,Spoljašnja odjeća,57,Ekspres,Ekonomista,Ne,,Sarajevo
2845,Muško,60,Cipele,Spoljašnja odjeća,90,Ekspres,Marketing,Ne,,Bijeljina
2846,Muško,55,Cipele,Spoljašnja odjeća,73,Ekspres,Marketing,Ne,Zima,Široki Brijeg
2847,Muško,28,Cipele,Odjeća,56,Besplatna dostava,Tehničar,Da,,Mostar
2848,Žensko,25,Torba,Dodaci,17,Sledeći dan,Izvršni direktor,Ne,Jesen,Živinice
2849,Muško,42,Kaiš,Odjeća,11,Dvodnevna dostava,Tehničar,Ne,Ljeto,Bijeljina
2850,Muško,52,Patike,Odjeća,75,Sledeći dan,Ekonomista,Da,,Zenica
2851,Žensko,43,Majica,Obuća,16,Besplatna dostava,Tehničar,Da,Zima,Tuzla
2852,Žensko,35,Šorc,Spoljašnja odjeća,99,Dvodnevna dostava,Ekonomista,Da,Zima,Bihać
2853,Muško,27,Majica,Dodaci,48,Ekspres,Pravnik,Da,Ljeto,Banja Luka
2854,Žensko,44,Kaput,Spoljašnja odjeća,41,Dvodnevna dostava,Doktor,Ne,Jesen,Sanski Most
2855,Muško,33,Farmerke,Odjeća,71,Sledeći dan,,Ne,Ljeto,Prijedor
2856,Žensko,38,Torba,Odjeća,89,Besplatna dostava,Upravitelj,Ne,Zima,Široki Brijeg
2857,Muško,48,Patike,Odjeća,95,Dvodnevna dostava,Izvršni direktor,Ne,Proljeće,Sanski Most
2858,Žensko,29,Farmerke,Spoljašnja odjeća,31,Besplatna dostava,Upravitelj,Ne,Zima,Živinice
2859,Žensko,65,Haljina,Odjeća,49,Sledeći dan,Upravitelj,Ne,,Mostar
2860,Žensko,20,Kaput,Spoljašnja odjeća,43,Sledeći dan,Nastavnik,Ne,Ljeto,Zenica
2861,Žensko,38,Haljina,Obuća,57,Sledeći dan,,Ne,Ljeto,Prijedor
2862,Žensko,55,Šal,Dodaci,99,Dvodnevna dostava,Doktor,Ne,,Sarajevo
2863,Žensko,31,Farmerke,Spoljašnja odjeća,57,Sledeći dan,Student,Da,Zima,Laktaši
2864,Žensko,62,Haljina,Spoljašnja odjeća,96,Sledeći dan,Upravitelj,Da,,Široki Brijeg
2865,Muško,32,Haljina,Odjeća,11,Dvodnevna dostava,Umjetnik,Ne,Zima,Sanski Most
2866,Žensko,41,Naočale,Spoljašnja odjeća,40,Dvodnevna dostava,Student,Ne,,Sarajevo
2867,Muško,52,Torba,Dodaci,23,Ekspres,Izvršni direktor,Da,Ljeto,Mostar
2868,Žensko,38,Kaput,Dodaci,24,Ekspres,Pravnik,Da,Proljeće,Tuzla
2869,Muško,26,Cipele,Obuća,66,Dvodnevna dostava,Zdravstvo,Ne,Proljeće,Bihać
2870,Žensko,50,Kaiš,Odjeća,39,Ekspres,Inženjer,Ne,Ljeto,Sanski Most
2871,Muško,36,Cipele,Odjeća,54,Sledeći dan,Student,Da,Zima,Široki Brijeg
2872,Muško,54,Farmerke,Dodaci,68,Ekspres,Izvršni direktor,Da,Jesen,Bijeljina
2873,Žensko,50,Farmerke,Obuća,69,Dvodnevna dostava,Student,Da,,Prijedor
2874,Žensko,41,Patike,Dodaci,99,Besplatna dostava,Dizajner,Ne,Ljeto,Bijeljina
2875,Muško,52,Farmerke,Spoljašnja odjeća,80,Besplatna dostava,Student,Da,Proljeće,Živinice
2876,Žensko,33,Farmerke,Spoljašnja odjeća,34,Besplatna dostava,Marketing,Da,Jesen,Živinice
2877,Žensko,25,Patike,Obuća,42,Sledeći dan,Upravitelj,Da,Zima,Zenica
2878,Muško,27,Šal,Obuća,64,Ekspres,Nastavnik,Da,Zima,Laktaši
2879,Žensko,65,Torba,Obuća,59,Ekspres,Izvršni direktor,Da,Proljeće,Prijedor
2880,Muško,23,Patike,Obuća,54,Sledeći dan,Dizajner,Ne,Zima,Mostar
2881,Muško,37,Majica,Odjeća,95,Sledeći dan,Izvršni direktor,Da,Ljeto,Bihać
2882,Muško,63,Torba,Obuća,91,Dvodnevna dostava,Upravitelj,Da,Zima,Tuzla
2883,Muško,23,Šal,Spoljašnja odjeća,17,Besplatna dostava,Nastavnik,Ne,Jesen,Banja Luka
2884,Muško,29,Patike,Obuća,96,Sledeći dan,Student,Da,Ljeto,Živinice
2885,Muško,65,Šal,Spoljašnja odjeća,81,Ekspres,Ekonomista,Da,Zima,Bijeljina
2886,Žensko,36,Kaiš,Dodaci,31,Sledeći dan,Izvršni direktor,Da,Proljeće,Laktaši
2887,Muško,46,Šal,Spoljašnja odjeća,14,Sledeći dan,Tehničar,Ne,Proljeće,Bihać
2888,Žensko,63,Majica,Obuća,77,Ekspres,Dizajner,Da,,Široki Brijeg
2889,Muško,46,Kaput,Obuća,71,Dvodnevna dostava,Izvršni direktor,Da,Proljeće,Laktaši
2890,Žensko,53,Kaput,Obuća,46,Dvodnevna dostava,Doktor,Da,Proljeće,Gradiška
2891,Žensko,18,Farmerke,Obuća,96,Dvodnevna dostava,Ekonomista,Da,Zima,Mostar
2892,Muško,26,Patike,Obuća,68,Dvodnevna dostava,Izvršni direktor,Ne,Ljeto,Prijedor
2893,Žensko,38,Majica,Obuća,68,Besplatna dostava,,Ne,Proljeće,Laktaši
2894,Žensko,28,Šal,Odjeća,53,Ekspres,Marketing,Ne,Ljeto,Laktaši
2895,Muško,65,Cipele,Dodaci,91,Sledeći dan,,Ne,Ljeto,Gradiška
2896,Muško,62,Šorc,Spoljašnja odjeća,46,Dvodnevna dostava,Umjetnik,Ne,Ljeto,Živinice
2897,Muško,24,Cipele,Obuća,11,Ekspres,Student,Da,Ljeto,Prijedor
2898,Žensko,57,Naočale,Dodaci,47,Besplatna dostava,Ekonomista,Da,Zima,Široki Brijeg
2899,Muško,45,Farmerke,Dodaci,99,Ekspres,Inženjer,Da,Ljeto,Sarajevo
2900,Žensko,29,Šal,Odjeća,22,Ekspres,Student,Ne,Zima,Živinice
2901,Žensko,65,Šorc,Odjeća,49,Besplatna dostava,Doktor,Da,Jesen,Sarajevo
2902,Žensko,28,Šal,Dodaci,89,Dvodnevna dostava,Doktor,Ne,Jesen,Banja Luka
2903,Muško,41,Šorc,Dodaci,74,Besplatna dostava,Upravitelj,Da,,Laktaši
2904,Muško,64,Kaput,Spoljašnja odjeća,24,Dvodnevna dostava,Zdravstvo,Da,,Široki Brijeg
2905,Žensko,24,Majica,Spoljašnja odjeća,15,Sledeći dan,Ekonomista,Da,Proljeće,Živinice
2906,Žensko,31,Cipele,Obuća,76,Sledeći dan,Nastavnik,Ne,Ljeto,Široki Brijeg
2907,Muško,41,Šal,Odjeća,25,Besplatna dostava,Izvršni direktor,Da,Ljeto,Sarajevo
2908,Žensko,55,Majica,Odjeća,65,Besplatna dostava,Marketing,Ne,Proljeće,Prijedor
2909,Muško,19,Kaput,Dodaci,68,Ekspres,Pravnik,Da,Ljeto,Bihać
2910,Žensko,58,Torba,Obuća,32,Ekspres,Umjetnik,Ne,Jesen,Bihać
2911,Muško,58,Šal,Spoljašnja odjeća,47,Besplatna dostava,Inženjer,Ne,Proljeće,Široki Brijeg
2912,Žensko,62,Haljina,Spoljašnja odjeća,43,Besplatna dostava,Nastavnik,Ne,,Zenica
2913,Muško,23,Kaiš,Dodaci,44,Ekspres,Izvršni direktor,Ne,Proljeće,Gradiška
2914,Muško,19,Naočale,Obuća,75,Sledeći dan,Zdravstvo,Da,Jesen,Živinice
2915,Muško,35,Haljina,Obuća,63,Dvodnevna dostava,Marketing,Da,Jesen,Živinice
2916,Žensko,57,Kaput,Spoljašnja odjeća,26,Sledeći dan,Pravnik,Ne,Jesen,Sarajevo
2917,Muško,34,Haljina,Dodaci,89,Ekspres,Pravnik,Ne,,Živinice
2918,Žensko,33,Šorc,Odjeća,71,Sledeći dan,Umjetnik,Da,Jesen,Banja Luka
2919,Muško,23,Kaput,Obuća,30,Ekspres,Doktor,Da,,Široki Brijeg
2920,Muško,37,Patike,Spoljašnja odjeća,88,Sledeći dan,Dizajner,Da,Ljeto,Zenica
2921,Žensko,26,Patike,Odjeća,88,Ekspres,Student,Da,Ljeto,Prijedor
2922,Muško,63,Šorc,Spoljašnja odjeća,32,Besplatna dostava,Zdravstvo,Da,,Mostar
2923,Muško,56,Majica,Odjeća,38,Dvodnevna dostava,Upravitelj,Ne,Ljeto,Zenica
2924,Muško,20,Kaiš,Odjeća,88,Besplatna dostava,Zdravstvo,Da,,Živinice
2925,Muško,27,Šal,Spoljašnja odjeća,61,Sledeći dan,Nastavnik,Ne,Ljeto,Sarajevo
2926,Žensko,19,Farmerke,Odjeća,12,Besplatna dostava,Marketing,Da,Zima,Sarajevo
2927,Žensko,39,Šorc,Obuća,87,Dvodnevna dostava,,Ne,Jesen,Bijeljina
